ss1,ss2,ss3,ss4,ss5,ss6
0.05644224781196435,0.11246069768700338,0.01880851080697424,0.010432831132035003,0.043864953191724475,0.025710779307939816
0.10261605873330423,0.05442460919802046,0.034874615208417656,0.02142659173899887,0.038522620806917623,0.004672905335273646
0.07044869497965686,0.017490983385774577,0.06106868916708763,0.0049444842523028686,0.07988833574711014,0.08120324547500002
0.03286092191318567,0.1306600447012288,0.05524630140837115,0.028592293053018896,0.0011604600517469898,0.016940049659752977
0.11376998599527768,0.057292799820621604,0.06340956118827779,0.03301485529393606,0.046076902617310525,0.05192073659340684
0.040478215180183415,0.05675799391308324,0.030919539121170098,0.04997588019808782,0.07304297310859906,0.00853829237930264
0.06423389407315062,0.053966537296955705,0.043546801341917074,0.057310997911962314,0.02316881881295821,0.0020458304960713066
0.0610792685522072,0.10706993020071602,0.06573803569370028,0.07474825287700125,0.03558600161253717,0.10308463195517704
0.07992542113493407,0.06620553553219084,0.08335665711350687,0.1365568582328655,0.022198369743938604,0.10161362770814572
0.07017180927305026,0.07681965559217159,0.04818896190520081,0.017398713383549147,0.015778427865141484,0.016122749942841755
0.10688254111870775,0.0668965980241698,0.16450222234739093,0.022659804257284942,0.09860550167801861,0.015395200733741399
0.026817901350265065,0.030332969216353284,0.09667594203478404,0.03150309613823934,0.036687610554968636,0.01934643528836763
0.10683545889067476,0.06987847151180901,0.03457675776097071,0.05406591824885256,0.004414815824526346,0.060685826466760844
0.07285384253296164,0.06563217353163067,0.047128631077540846,0.022632569451681888,0.023870874560446176,0.011199172836858978
0.03815518386694156,0.0085046869038063,0.06551765309451833,0.01716407079354888,0.03330347246025944,0.023210205114340025
0.023278577828887932,0.057656083203795006,0.05291205139914369,0.05452054866615368,0.0570162480262362,0.09047159666867247
0.10588591735706324,0.029954092680973553,0.006294630463012408,0.03078139253416815,0.06543264335906225,0.02872400199122251
0.061220180595560135,0.02187628643634894,0.053774631472154895,0.03509949515314448,0.068450615272587,0.05509818632463792
0.06627621505471921,0.12648612508709656,0.059581454528292666,0.043235587780483385,0.017501433811025466,0.002144956408722239
0.09345701861132169,0.07517294958558912,0.006206509392976254,0.02942225646706795,0.003336417911774462,0.0932813019108573
0.10911004187091858,0.03547527830012646,0.06465301555195158,0.01994399995319801,0.016454727212562355,0.02549574311798469
0.0653406818192033,0.045961171203144975,0.028020997696639696,0.0038436233217259822,0.025533721237069894,0.11296209230105878
0.04155912417938514,0.07611841938484123,0.11498170667538142,0.03637370247395075,0.06904499593657565,0.017981925920204502
0.030959301620781383,0.040198208008392286,0.07559380076394645,0.0592287010247909,0.0359504309662871,0.07247489186594909
0.039978422505305776,0.014475911735053333,0.04325845443971698,0.04467304026963896,0.10723001308862429,0.04155417832830009
0.15394490260127855,0.01904608943715296,0.06404427035531933,0.017037179057843885,0.03897874510028244,0.002544111944200881
0.06927590080280867,0.010799173690225018,0.08532506749440595,0.030517276418272694,0.01690166454828315,0.07600880277139455
0.14257720016373196,0.021130073690521868,0.033572098747290696,0.03634229214897255,0.003991246879975882,0.001243217009726412
0.0749989545397087,0.0022257020148751866,0.12985077429438546,0.03636641308670008,0.024626074698436095,0.01750891993325157
0.02944519192702289,0.06357772262359533,0.09622582032507929,0.023518882169759864,0.13814183047713902,0.00778424688574012
0.06544413197934675,0.023965585025576646,0.015778323204191536,0.001674346157734008,0.06852464097495828,0.03687015704011822
0.1012477447806898,0.07403882382477701,0.03153636380504064,0.07904736220929715,0.0030995224182918633,0.07206411183587522
0.0639760365683128,0.045736898445346515,0.01830601730747,0.08847371507741947,0.0372904907700845,0.027032349517048818
0.04193409357388104,0.03409536860669976,0.06360842691406778,0.009153508791574913,0.13576421651321605,0.008629858120638788
0.06970865129960638,0.07951902506677175,0.05348663047181343,0.04876107412656188,0.013496791469273075,0.008794420429461988
0.08163515350991986,0.07072559778947708,0.03270744326568376,0.04078814195547457,0.08903984326736679,0.060763599618894375
0.09952913783040278,0.04766152361806783,0.001388979917221492,0.02491512376942772,0.03329755178558353,0.04276928011614137
0.02915741619785537,0.10045342540745834,0.08037475950048571,0.05054645735477636,0.0013648387388853706,0.1455041221637297
0.03872876685290728,0.09179880764791269,0.08527763003839292,0.08052784030403067,0.0863474771861189,0.04097864884960965
0.05745591678868928,0.007050730577625829,0.07772248363808885,0.04902418848173276,0.06970744604953566,0.04255579401349662
0.04980999529673335,0.01583512500570574,0.006923286174631483,0.04901839839414344,0.04449600024337544,0.04517787930071378
0.10606210674064875,0.03076097038558247,0.04105795579126676,0.049846335075704705,0.03388781359262963,0.009836883265873278
0.11029541386951922,0.0013926156561623348,0.005694348847642336,0.03129419875428193,0.09403499668995605,0.03996856401539499
0.07499113971362723,0.07628831370630744,0.05586327404767808,0.062218064757577594,0.006780769020292603,0.05362896684228272
0.05740242976477033,0.06747129242120647,0.00513868211951738,0.06128186314376017,0.08499318611189279,0.08706481289583899
0.12053205431192862,0.1372122180537519,0.01055504791172803,0.02490928420965132,0.006419839980884439,0.002872046754217044
0.061486480833415014,0.004179383771625148,0.111409838064768,0.0743321998627672,0.057111569598205736,0.015465412195392315
0.012820042501365174,0.03408270014083719,0.09699312807307628,0.061711830358757824,0.00811355259809675,0.030184733657456813
0.08931566755399878,0.019885263381485052,0.03320348716765925,0.01165323504641517,0.004392852789786254,0.04652780683192825
0.07314528359287861,0.0015780012972510032,0.029972872256037477,0.024453008999070297,0.01755688141152759,0.0675108766203739
0.07616239700610482,0.007135423241060706,0.006483107190161799,0.05335708960622378,0.06584107433435271,0.029983593829806445
0.07755221027592647,0.04914683809925931,0.06430640845871732,0.04946296640831561,0.016246709441020357,0.08060445423150095
0.06308027851046068,0.0034587140181590223,0.051146096906664114,0.07804401353026612,0.04960156377930413,0.08613592230840905
0.07610473249949878,0.009021506823053605,0.051169546735675586,0.007418578639777085,0.047630069342457525,0.02266618004233157
0.07375423046397901,0.0315908736242969,0.05893444407629963,0.02131924801512179,0.044847169951642694,0.06568479776048215
0.08061634293040369,0.09064708951129324,0.04656056426113829,0.046285254139865395,0.011410843704069662,0.17066341094946363
0.02233338242636886,0.02681789882046742,0.09107458483861108,0.008889248990239941,0.04222228974974298,0.03455934663279568
0.08723841798010372,0.03653622274046471,0.06456101445943792,0.06461837089211427,0.08341528299196159,0.01536640941127664
0.057116948616450634,0.015987107841716364,0.06519534574330041,0.01400742264579369,0.01128589511656705,0.06495798844270538
0.07157598905581339,0.07222008573203834,0.010964710658601311,0.02997460575320896,0.05909486570175732,0.06227090539390697
0.06065593812645644,0.09533842047118697,0.06001849223472049,0.06706428637140047,0.04383575763367016,0.08778413372352657
0.029803303997757585,0.1309841898789429,0.07038519654536184,0.08549857631564621,0.09962486395045386,0.0023741124646623505
0.07946350813663766,0.0038477694091495,0.06465008258293707,0.019203426174299768,0.04760538412464006,0.05988726951433757
0.05412189615015806,0.03307626011772822,0.08673693363277923,0.079535414663372,0.026332124658425077,0.008486251358654922
0.018781720103448044,0.11615236987826183,0.08700366211265444,0.07073998774491763,0.031952337242349936,0.002574640392613831
0.02728647631350119,0.037209090894746555,0.05361261478246064,0.009970940019050844,0.08042559759886278,0.003752081605456348
0.09579954966080736,0.05599137391507897,0.0613218708971036,0.054241760737209724,0.026606900837705304,0.03508848620992577
