N_value,T_value,tau_value,sigma_value,Bmax_value
5.293631836174112,4.482487471307034,2.9162990353471865,0.28786813303788494,4.2516896529962205
7.8216396603281755,2.722597514721868,5.511564766535392,0.07058631374071997,7.621966932675161
4.579155777426587,7.034329935728522,0.4128636990553635,0.2883109564217403,4.13042661829765
2.5159501209022475,4.672747294192608,4.0272002983268695,0.028287794590691362,10.36002191573901
6.645275692252961,4.554371021849272,2.5756432488838357,0.2965253245257704,3.9351082680302865
6.864219632290962,3.3402703871073047,4.928597944796341,0.2280754382686307,5.634698379193692
2.3411073788881924,6.5439268946574565,0.3998506550318822,0.09302410712015356,6.783552256056776
11.090689810027195,6.949392991585463,3.7310142658588132,0.18963854744411127,3.37885224577613
4.714416337554585,2.255528586556336,0.38296742725436916,0.06654489894391946,4.668037772579045
5.653661465882919,8.094129494575228,3.0665215098253054,0.10059545418713933,3.3313722574005857
2.200633025943405,4.877693008737756,3.2722793343858667,0.2550681703755951,9.602451189827995
3.2241985192022193,2.876306837015372,1.4321356674141739,0.043430647691279245,6.743350291473685
1.8677973866402577,5.687910517053082,3.5452068369249816,0.2849255995693217,13.362972674295149
5.560021788267014,1.6797625466588093,2.8489516412912956,0.18186552676712492,8.22475825789893
4.526698098836718,5.736559333144916,1.9965731030279223,0.06138875209276572,3.86088159485132
6.306536291978103,3.3616082053337055,5.481288172215528,0.2646517338564008,6.469150941443936
11.134081156286966,3.750717621359784,2.2494646055709393,0.2824486830801768,3.1521377460743607
8.211700338081245,4.713550487244712,5.132436406192186,0.2583690976685445,4.873161145559323
2.262847015333609,5.42149250438903,3.6523584542880725,0.11586581394598072,7.9200416729299
2.0900719243761308,5.571498764108009,2.300127028773805,0.18490204936676977,7.993329746709409
3.3580452718015366,3.392074368434332,5.994326971391352,0.2989473648347214,14.621276476015156
9.26262564996818,1.9760758326029508,1.4752106906442868,0.12846883509716295,4.723151740627836
2.271320509629291,4.426341335258441,4.4975775627109735,0.17935344428510994,14.367111791280262
2.600165462739593,7.136603408160826,1.9837230653358529,0.24538741152996507,6.349056599814287
6.740206247706863,4.85523456900381,1.9240017745885831,0.044556286584459315,2.8449122683862718
9.321426798839074,3.2046087079705208,2.7011782665797432,0.24281498640535398,2.9098276279943223
7.339470373284675,7.149969587948369,0.20401397920815867,0.24816860659669415,2.3892378383322654
2.532786085272532,5.179568601044899,4.032907832354971,0.21586417092382063,9.455904977162938
6.737368903281673,2.9463230778378717,5.765133920358479,0.2502849704737446,6.976067606616721
13.908339168116573,5.821454259285586,0.28517039071219596,0.11625702650637096,1.6855454931641505
3.1480628718592216,4.409310916620787,4.237514420973643,0.2573203624319226,8.862737989367606
2.2123437104683767,5.96600878239718,3.4450534322106763,0.16989914665896833,9.261760388201395
10.032898430873036,1.7996100632990706,1.5805766763168771,0.18827610035361925,4.817349853692909
2.4101989924703924,6.184434654248328,0.7868103136987608,0.056879010880899944,6.261222991131659
5.234604802092367,3.362721756118394,5.356771346943642,0.2684839271700626,6.987074172339891
5.796311810773089,3.015491045289672,5.8947662475027744,0.24236820106345153,7.412991975648832
9.970271454299848,3.735100800157872,2.2032072289479645,0.14552590951098493,3.5640507021068584
7.198103752944617,4.979675159311037,0.8746209709130945,0.2940948270445638,2.6431439530359273
2.674642347936778,4.481089144553734,1.2364523732207582,0.28379710961568283,5.581684235859673
6.842414359881747,3.1443959658983975,5.838621121377145,0.13245443604134155,6.962710947973436
1.389061410010263,8.230963274608893,1.3800035946613365,0.19835938284241877,6.716655250760099
7.669874122863677,1.6077000490861388,4.443331651030128,0.2663274205799889,8.565267010417571
3.5983381498061324,4.758672102013289,3.282550190864521,0.24422932329018368,7.391112072031905
6.267763665357887,3.582303479321413,5.228057325906354,0.19641762055382894,5.612241933238818
6.337346591646692,4.234412914302104,0.4041231486286394,0.24816442436124167,3.179761398517596
7.23958548616152,2.7445469923894037,5.543366601877938,0.16443092248832364,6.926579809980334
5.355258182630838,2.851412335068773,2.0714168087255462,0.19531655010357868,5.295171316525844
11.351067599746944,7.47768346202392,0.24369242797785876,0.08827899959162894,2.2370347089428684
2.8407088612093156,4.61495380272236,4.252228730086316,0.17185563363738107,9.293256527359299
3.291914744504607,4.370975200475819,5.207520813266277,0.17695817146021364,10.408908527848865
14.683771171998503,0.7698278026473018,0.6691341321583418,0.261996966818567,4.4420370228205055
6.178549679163922,4.011043567476229,4.390159729650852,0.15018971624378702,6.185860922079703
9.257251995552648,1.9708586693863945,0.4243280910102129,0.024163172888796658,2.932608253311702
1.8128344097347027,6.77894315109347,0.5322564433524744,0.27613717387983117,7.160002969271927
7.9286000946043975,5.551626316458166,0.5818261350417835,0.24332350613103806,2.579264991270094
12.636499900085324,4.125640094367611,1.3752125446127574,0.1771176100733162,2.3536828080927705
8.903238739169222,3.057110666946286,0.3696877431228629,0.20639279936349564,2.2078902843502406
2.926035406260722,4.2794807658428935,4.531903180209357,0.2703771876513785,9.323156817566131
8.675949601029801,3.185664096754659,3.1959052685618214,0.13221051054634336,4.06828109828243
1.9002817602488902,6.220787385650278,2.64496722774358,0.19085882326823694,8.535619425851964
2.9258981597523084,8.995407696908616,1.5014190604850968,0.22388561509743438,4.925928095613812
4.383577918334659,6.798607562770932,0.4605361461494226,0.13301157655145393,3.896425037673407
7.364838768752974,4.111407982785634,4.284284783463711,0.0885108203513412,5.0057475323160645
3.2939702073556054,3.7705661968887823,5.156000029341621,0.2734853035018747,10.8384743450797
3.4858359125304874,7.2358488285180815,0.5873766410208384,0.026304578346650988,5.3140640509274055
5.910900710238331,3.3145444778461752,5.621522677659877,0.17423713331248858,7.526844658588871
8.039881032679308,2.9285248738561074,5.839031728232032,0.08573243887886244,7.899720054312832
1.631685219121263,7.490009723633204,1.9981086900759095,0.20455700681331856,8.152279922694884
6.821550225956539,4.506421032438732,4.058110013653089,0.1553659747711425,4.969041248291611
2.674871796703684,3.706299369998889,1.850024501863559,0.15039859476469164,7.7596312801854
9.244254372211309,5.949574361202462,5.358027022436388,0.16519325148368474,5.038496695732928
1.5285511615008114,8.9972181534054,0.8170735846738498,0.09730841961580901,6.357827337596915
8.08087998916662,5.108859313110314,0.3070546129396461,0.13195362478831268,2.5306715765265224
9.659222394737668,2.237423313416606,5.663965679496911,0.2248416521521056,7.614494821343092
2.7659157400690106,4.5019579660014255,4.289146625472318,0.28571010686277487,10.090949558382366
2.9326344655325833,2.024565851678952,1.8668032869113762,0.2944882879405596,10.051307203488667
9.78311456364463,5.010856221645253,0.4229276431566009,0.2038314521626408,2.161613353922298
6.5958279532120265,3.4047464256380784,5.827719764977037,0.275276839037348,6.687308329896709
3.662895857156103,4.970125084100984,0.8966989531888132,0.14796518446989335,5.534468726773092
7.385253449081091,3.681410591378226,5.489754867592035,0.1304226991369067,7.45651628648579
6.929523297505378,2.105421441482057,3.370413441848208,0.11107232272716133,7.156260083689663
8.564179773621111,2.8833870330527547,0.10713253071867046,0.07204582207057844,2.9210600571373204
9.66983106290892,2.4493021588704993,4.6067411718531055,0.2353504668209246,6.195773217157241
8.008522957352099,3.052981361816048,2.9472215634821604,0.22456497085425486,4.353654564171592
2.4582904122149936,6.03105028075398,3.0190399962393553,0.291559792990553,6.787713495393847
2.9461958308228846,4.7062680935794265,4.7063647512588975,0.12537700131948304,8.762982074838508
2.210464810679615,5.6061961123958834,2.9736667924130398,0.2019115749589404,9.347509760488546
6.50521330854859,8.307178756453379,1.4773603559757054,0.287667652505483,2.861452890060437
6.274080546498407,4.995953293959676,2.1091409503094174,0.07817026683409581,3.952621435183106
1.655694062878638,6.275060127315063,2.2117512367818057,0.22850175181630739,10.512899784448507
3.8169358746593716,7.230854615563494,0.4968180812041778,0.2184803645432404,3.787358517535101
8.341306850765452,2.6203450215575024,3.0646588261718777,0.25376126221628004,3.7851982295152076
7.565181121026796,8.782206599152373,0.3646750100757249,0.11163924103290905,2.781246221203544
11.578302089721886,3.5935700541261433,2.286367036450402,0.27383616006249845,2.5434963729877724
3.7674516746869657,3.184692415818158,1.2049894123118765,0.24403589015146324,4.56647956127183
1.8557818421635393,8.309651609913084,0.48770859293436275,0.1576055266687402,6.28913917636453
5.858781896917323,4.81676716036322,5.17324792395927,0.05895109186048038,5.136879972106313
11.258764570133863,7.307034065213475,1.5572969250956756,0.04919707042929078,2.5305371061434614
1.9924142167537546,4.900867369202476,3.8065428063758673,0.2602342413032265,12.563431986247497
6.52604819825333,6.4213025783089055,1.9251797160298179,0.26418992799173624,3.091444034635124
6.216448670657144,5.7745968692553955,1.1877264764154287,0.07046518471199023,3.3953418883917292
9.061952886502532,3.134253669719659,3.2867044254064046,0.25591995486496905,3.769398400718963
1.8410421557229122,4.903536512457478,0.39373585256463084,0.2216032771977643,7.448197457786667
13.63699990138046,1.283197291706517,0.5371922618342837,0.2114774961389351,2.6818832140316697
1.421939227803908,6.881353262389726,2.4046658074609617,0.26267587355769284,12.63155126528855
1.8628519524030653,7.148477438997778,2.3613202446369708,0.2282811663519869,6.734944470986187
14.018447451673637,7.506442755114282,0.41010451334008624,0.15396306009089097,1.696824310691419
4.603882253592287,6.233885658158016,0.12916200215779516,0.08756318413949084,5.652497696048419
3.054522200652156,4.0568204569992155,5.318059129874503,0.19708351395952872,14.735579884739003
1.5063799391306236,6.24004944407561,2.600964439641638,0.19587897699628187,14.257198113948471
6.5393379023944025,3.691835387271417,4.65519949258226,0.20879270503947456,5.573619947108347
10.984579044967836,3.0934394724222156,2.2280898860717264,0.14912522070813422,3.374677587597928
2.118733499057601,4.931549303478745,2.998902353526292,0.0802630963729274,9.783648689445497
11.725309984079509,3.604597437656385,2.3704263060063955,0.25956307095260844,3.1177855397460745
6.501052406310167,6.325076598757589,2.1105527997369915,0.08469320187202996,2.9569163639486695
5.450977328494936,7.930465284671199,1.6064113784065304,0.014262731304232674,4.827114990522903
5.993232339914705,5.808670693111284,5.064999165353136,0.18627642579877496,5.09314852680062
1.5190984655615143,7.425093936004355,2.3445332440335145,0.277782482203575,10.584215046636583
6.995113809125373,1.9527080380889426,3.9193697234370184,0.23677428517496446,8.800576990052267
6.533687536528756,4.07463471037104,4.785154830221531,0.16325354937768524,5.188180021500196
13.156896871675979,4.70391398734192,5.370859135174509,0.25493759512573555,3.5788109603161415
3.9911012405993653,7.640729556696865,1.8301519642834854,0.15481268982171337,4.441118186795267
12.432377631888443,3.7484385129385185,2.5090985710955866,0.2248904315794385,2.7808753679930054
4.046388998310227,3.8042279540000097,5.736956336985314,0.1562332495407381,9.796933530594586
13.307284244473765,3.655962111690812,1.600512629950697,0.1541014034559419,2.54789020283695
7.311119981189833,3.583627817046301,4.725115494882772,0.23828796219315634,5.7262548435389204
13.321475751845046,5.385458923485215,0.34098424324336984,0.19093412724446307,1.7958247608226008
6.603586483451315,3.4928087809212753,2.148928174146231,0.291076529573694,3.816355590543579
6.380249951566703,4.648899177970689,0.42166384011725944,0.2633837773912517,3.4081951544481868
4.299702329909758,8.89422299734411,1.205728563853722,0.26723864599438846,4.258888073807626
11.81795675027758,3.660758449635864,1.6845338253209396,0.13247381948413023,2.401047638243824
5.270986458034845,8.150811835297446,1.4263031730941937,0.15339459720614979,4.089233021435144
5.925884941303248,1.7977815693500212,3.0518883556728698,0.239044575212395,8.821864969830886
8.237093584205066,4.258663354094398,1.4082892461098968,0.18396432576616506,2.949079595679781
6.541046050197556,3.1313947247167655,5.444937607113525,0.06017108045629607,5.874752399367871
9.812400373145122,1.0500989674041217,3.847106663867052,0.29885840144986864,8.795963707047116
12.566096876277228,5.553877026038891,0.6345665948107247,0.14668028692432827,2.0010047425038477
