x1,x2,x3,x4
743.5270350097201,861.7393288866763,373.9236178328785,60.247080737271745
587.0100214055237,602.5670041841087,116.86884488042392,482.4496771384404
171.77252412172152,994.9742137426231,378.9161155105549,396.3620425186566
148.45379096790992,89.42780666212707,424.94112893112026,327.86453168256753
91.12972658589513,675.5988967941857,27.504467788444003,1002.5185051663989
24.196325931169383,710.8101281744852,310.2765860243172,234.45661577225133
125.88418983584586,42.016966924725466,206.48043785993264,7.359264557662982
243.4906642286349,638.2973935878664,505.42352388637374,979.2495077509734
10.623318424331046,700.6341915312524,426.3766845121971,1162.2582946494035
5.460144536224163,82.8035132723976,359.7417512639778,510.74753332454475
243.92690063137812,512.2861529553251,252.85534027619923,1198.3980599678023
33423.652349153956,4007.8024507986097,6819.613594903074,10712.659245952993
785.6547866380395,291.25103826514373,24.2425507413476,932.8440046886851
173.8536541856139,647.0206832360784,64.5094374277146,1180.6707657208026
178.33839896021345,678.3338557117495,102.88444501172341,274.35888583075007
647.2001391631627,350.68285995865494,401.0640344887458,356.2430715610201
1538.233385238685,592.4940172475422,362.70584864571646,2734.7241155078045
66.36232578709058,177.4941909921008,646.20240017253,659.0168180945719
6.6427991089679495,76.6319134510486,6.352909522525238,235.8711863289834
292.8681494048802,832.3717750175329,462.0553656779991,1126.00495791665
387.0791826549695,334.7878771963559,655.3015195957552,1456.1722231525082
106.42952504627146,453.8156287963959,215.23304937101727,228.9824841782745
25.740076163197045,619.4431496297045,243.59884122709468,175.2028643713286
3760.86933256427,964.8472508609639,13.252040971510155,115.19097972624172
1149.8634679915792,654.9025594265413,147.8194837711427,890.8276870874856
148.38871539434984,1045.929256028482,388.5328674132221,404.9456471173653
1661.618063899294,927.5799436974276,1250.4411324417506,739.6107421822003
23.15901043780559,152.63561883785496,176.3916377044917,37.642935782202585
72.803262262727,1148.3844730534345,102.09055610506266,1236.348036776884
141.08952440889232,791.1005967828119,354.84358481706226,720.5285424087234
80.4201565585837,930.1433138648133,418.78749209438746,763.2501337790105
206.3260249678102,645.1369603510398,192.97350764239798,857.3369422152846
26.46901836783144,494.2159343683454,362.8281613799985,1077.1750957931213
121.75911265259197,26.099527660407148,625.1688704065014,453.5554858118047
454.4230162696602,1310.8661960761835,745.8765818396142,1344.719393999288
333.0347220603759,344.7280614680782,110.55100563819076,832.6817261288289
53.9077444859837,844.6088682905073,294.6777321037905,421.9481194966544
3806.5363902663757,4169.54158243641,1497.3720728059943,10831.588921226099
1088.2561575568036,48.528170278691505,174.19929629595435,91.68657481344712
69.24885817329863,906.7550690440534,152.14948590036454,387.62171729128613
151.43308428374553,1110.6976339818004,434.58084206090166,146.98770883651468
54.52141293286559,832.1321565855026,455.23756667798796,886.5068692197872
198.74974613656173,1055.9395779874455,469.47006388983635,564.3422381278233
330.4076284017576,711.7374958282667,660.1581871823604,484.2774954926929
74.80271535878182,368.46886400904634,49.605456417752066,43.02246529343233
160.9587242347352,431.82294029127866,2018.0020978306188,363.62334829416704
5673.847744814998,1710.9874074143158,5547.694224176402,5229.675049936009
219.62006399950545,525.1358472782124,27.78646107757561,515.7558828595289
118.65346474942794,915.453270300253,26.492439100312026,967.5819201357415
189.64407619547347,349.23948310765934,272.1133974649244,201.37108915140539
292.7314619285095,1031.4445034117934,488.8722402960967,444.31080573148245
128.4848867342114,989.1950201850685,481.38450149379634,306.6138529325508
118.29201481231655,947.3977371611552,334.8971152556919,1161.1815353728202
80.00492300815654,663.769175290306,451.6488693341968,783.4870808392425
148.1358958635508,89.93895647448153,359.77953954120767,385.1365460889392
279.58839042007367,735.8844996550159,367.02788353067405,45.19781259312367
485.1609617297298,466.6400280684468,367.2525973531373,47.29497346150674
249.26368477305004,224.77945146821912,199.56605700267505,304.0366323036644
2760.479901998694,42.8446773483638,204.35479044966735,167.25376365714533
59.95541179511713,138.15188146430887,263.9994303864138,536.4989852194054
15.689810029216972,561.1624916991481,36.74896468697432,792.605279051023
320.92144594182344,1159.8163949429172,690.7250640598214,1232.5311331472703
52.18512199343297,971.1741114532833,150.21139486656796,850.2119531266986
49.14514625854093,281.406186766234,453.0276668624166,548.9291077942735
388.3938754320937,1838.0142599852102,286.36339656343404,1066.2430631576347
438.89053165681264,586.6694280489027,464.55842907362387,37.55836034533172
337.03656271199446,642.0040280274116,186.71165773235657,2448.4732322172363
242.5856025462148,544.5033052995931,385.4430560595115,709.8682279796301
134.48164208452783,1042.3221910996158,545.4674531557664,1110.3707187048255
169.30794196049646,773.4274812283398,385.0225039145135,1031.4377324441793
26388.261230145796,21428.850357241354,1626.7620713797605,9359.168611176687
150.48276141629793,1153.642329623786,607.3196842109461,1273.7053074280084
119.3492879695865,106.95771370319267,230.31046197258854,1200.478021891948
34.57969449472921,1128.3564576422941,434.81283674581573,793.281568387766
10.061586995862456,105.65961617116432,193.59477860787786,301.4881971278228
337.18968769661,965.986767593237,138.18107693666047,448.8159223466679
354.6739994083638,1250.3817870529367,174.36206360461836,1282.6952612907348
191.04693329542812,975.6214566048484,166.3974117960413,156.67053183675284
30.320583916003955,315.13514518904856,116.67688953243623,860.6340146562052
135.13918197879525,891.0069616315727,14.97786797819765,563.4497171072114
197.79007228183866,356.7646104141488,535.4304762481078,533.7611780924121
64.3538452077363,58.452062536612175,254.87864518183426,209.8958305215765
482.26596667674664,946.3272814395227,444.384203773377,326.7988912591493
89.23451214900666,662.0442075379091,349.2548105462644,790.6322993564221
612.6670062182773,181.56678891643423,217.46689951744543,215.76337018427148
354.65284286007886,203.45815182376805,1300.2580026477845,147.23876589325573
72.85320705919855,208.18507337858182,238.20640829712067,172.1102309932619
166.18730953264168,573.8953723739744,966.3117035903709,186.74680048086816
